text,label
enough suicide attempt! let.,1
happy building collapse! technology.,1
past overdose! party.,1
performance explosion! special.,1
detail building collapse! south.,1
bag building collapse! your.,1
place heart attack! improve.,1
hand help! affect.,1
international cyber attack! however.,1
character intruder alert! fly.,1
along heart attack! stand.,1
rock building collapse! sure.,1
happen i need assistance! outside.,1
whatever unconscious person! laugh.,1
growth help! pattern.,1
how someone help! really.,1
act gas leak! able.,1
grow heart attack! court.,1
bed bleeding badly! under.,1
listen domestic violence! official.,1
per severe bleeding! interesting.,1
live suspicious package! future.,1
company electric shock! mind.,1
cultural armed robbery! method.,1
rise call 911! son.,1
of cyber attack! product.,1
fast suicide attempt! democratic.,1
kid severe bleeding! son.,1
anyone accident here! tonight.,1
clearly fire! time.,1
red suspicious package! environmental.,1
continue overdose! trial.,1
field building collapse! person.,1
four drowning! church.,1
explain car crash! card.,1
itself unconscious person! material.,1
cell stroke symptoms! exist.,1
computer suffocating! role.,1
left suicide attempt! gun.,1
training suicide attempt! city.,1
former heart attack! site.,1
heart fire! speech.,1
benefit help! develop.,1
when bleeding badly! discussion.,1
bed call 911! impact.,1
base emergency! month.,1
may suspicious package! them.,1
wall fall accident! author.,1
issue armed robbery! better.,1
simply explosion! customer.,1
turn allergic reaction! feeling.,1
cover choking! push.,1
visit building collapse! citizen.,1
defense choking! bad.,1
condition i need assistance! environment.,1
economic bleeding badly! avoid.,1
act hacked account! wear.,1
provide seizure! main.,1
three severe bleeding! lot.,1
central severe bleeding! sea.,1
doctor seizure! word.,1
leg i need assistance! top.,1
land suffocating! occur.,1
mouth gas leak! a.,1
study unconscious person! candidate.,1
place car crash! again.,1
another mental crisis! six.,1
modern domestic violence! computer.,1
face cyber attack! year.,1
subject child trapped! thank.,1
paper allergic reaction! record.,1
reality help! break.,1
land suicide attempt! generation.,1
improve drowning! safe.,1
democratic stroke symptoms! fish.,1
so fire! who.,1
skin stroke symptoms! possible.,1
customer gas leak! analysis.,1
international severe pain! leader.,1
certain child trapped! his.,1
rate building collapse! very.,1
happy missing person! daughter.,1
turn car crash! wish.,1
deep building collapse! be.,1
their fire! outside.,1
television missing person! summer.,1
certain choking! enter.,1
sort allergic reaction! investment.,1
professional severe bleeding! debate.,1
billion intruder alert! yard.,1
perform domestic violence! court.,1
happy missing person! her.,1
store hacked account! likely.,1
husband car crash! quality.,1
cup allergic reaction! education.,1
almost domestic violence! enjoy.,1
degree i'm injured! main.,1
safe choking! term.,1
set i'm injured! campaign.,1
window can't breathe! catch.,1
without hacked account! too.,1
thing allergic reaction! difficult.,1
enter heart attack! four.,1
beat poisoning! together.,1
decision severe pain! happy.,1
science intruder alert! require.,1
both stroke symptoms! account.,1
choose intruder alert! memory.,1
against allergic reaction! claim.,1
draw bleeding badly! challenge.,1
charge bleeding badly! hand.,1
quite accident here! dinner.,1
his poisoning! always.,1
the electric shock! several.,1
high i'm injured! great.,1
side overdose! parent.,1
station severe bleeding! scene.,1
war missing person! explain.,1
style building collapse! blue.,1
word can't breathe! defense.,1
bed call 911! pretty.,1
people bleeding badly! car.,1
style heart attack! character.,1
time choking! green.,1
past car crash! us.,1
because armed robbery! miss.,1
line can't breathe! instead.,1
each intruder alert! take.,1
once car crash! media.,1
guy poisoning! effort.,1
there stroke symptoms! easy.,1
base choking! their.,1
plan poisoning! second.,1
hour building collapse! assume.,1
team suicide attempt! simply.,1
where i need assistance! my.,1
assume i'm injured! science.,1
order unconscious person! financial.,1
garden accident here! safe.,1
across missing person! what.,1
friend intruder alert! realize.,1
student car crash! draw.,1
reality fall accident! toward.,1
person kidnapping! key.,1
city heart attack! rise.,1
painting can't breathe! yes.,1
administration poisoning! wish.,1
tv gas leak! step.,1
final severe bleeding! sister.,1
cut can't breathe! through.,1
religious severe pain! itself.,1
machine intruder alert! live.,1
write someone help! much.,1
air drowning! anyone.,1
million electric shock! address.,1
somebody overdose! address.,1
tough stroke symptoms! hotel.,1
structure choking! course.,1
address suffocating! make.,1
foot building collapse! military.,1
office fall accident! forward.,1
inside intruder alert! item.,1
difference drowning! difficult.,1
list severe bleeding! likely.,1
product i need assistance! sell.,1
shake can't breathe! quality.,1
project child trapped! truth.,1
lead mental crisis! themselves.,1
i seizure! reality.,1
who suffocating! cut.,1
for can't breathe! population.,1
still accident here! window.,1
responsibility mental crisis! shoulder.,1
them someone help! where.,1
site allergic reaction! concern.,1
position car crash! sell.,1
great intruder alert! yourself.,1
make car crash! determine.,1
scientist car crash! bed.,1
true poisoning! land.,1
shake suspicious package! particularly.,1
capital fire! money.,1
audience severe bleeding! box.,1
total child trapped! could.,1
fine drowning! way.,1
huge someone help! away.,1
pattern fire! push.,1
drop i'm injured! friend.,1
guy missing person! service.,1
can suspicious package! note.,1
ability call 911! should.,1
letter missing person! use.,1
apply someone help! eight.,1
leave someone help! service.,1
position severe bleeding! back.,1
yes armed robbery! magazine.,1
west bleeding badly! newspaper.,1
out domestic violence! loss.,1
board call 911! popular.,1
clearly drowning! tree.,1
factor explosion! until.,1
another accident here! imagine.,1
act armed robbery! receive.,1
case emergency! against.,1
learn child trapped! economy.,1
dog electric shock! skin.,1
sure help! early.,1
thank fall accident! list.,1
moment choking! interview.,1
four suspicious package! four.,1
teach armed robbery! seem.,1
task gas leak! interview.,1
news explosion! deal.,1
feeling fall accident! play.,1
reality missing person! himself.,1
ever kidnapping! community.,1
to allergic reaction! significant.,1
consumer kidnapping! next.,1
position i need assistance! new.,1
receive suspicious package! commercial.,1
technology cyber attack! writer.,1
write i need assistance! catch.,1
protect suspicious package! bit.,1
important someone help! month.,1
issue car crash! yard.,1
attack building collapse! weight.,1
table intruder alert! society.,1
factor building collapse! born.,1
step armed robbery! information.,1
which intruder alert! good.,1
such severe bleeding! present.,1
need gas leak! he.,1
add seizure! tell.,1
most armed robbery! people.,1
whether armed robbery! eight.,1
since child trapped! training.,1
end hacked account! few.,1
international mental crisis! see.,1
one severe pain! all.,1
purpose heart attack! loss.,1
have i need assistance! piece.,1
store cyber attack! administration.,1
coach emergency! west.,1
to unconscious person! agency.,1
on severe pain! build.,1
history building collapse! degree.,1
fine can't breathe! allow.,1
reflect intruder alert! society.,1
chair car crash! i.,1
yard kidnapping! option.,1
fast poisoning! painting.,1
how missing person! consider.,1
easy stroke symptoms! how.,1
for allergic reaction! today.,1
toward accident here! treatment.,1
opportunity fall accident! find.,1
style stroke symptoms! want.,1
risk child trapped! too.,1
group emergency! fine.,1
arrive i need assistance! red.,1
me heart attack! rate.,1
quickly cyber attack! baby.,1
develop poisoning! scientist.,1
read suicide attempt! everything.,1
require kidnapping! special.,1
child allergic reaction! book.,1
whose emergency! until.,1
begin someone help! provide.,1
meeting hacked account! back.,1
its can't breathe! could.,1
apply suffocating! board.,1
hard overdose! debate.,1
hair suspicious package! career.,1
card fire! require.,1
consumer domestic violence! gun.,1
issue intruder alert! factor.,1
push drowning! represent.,1
rather building collapse! garden.,1
blood armed robbery! whole.,1
degree fire! work.,1
protect car crash! sometimes.,1
three fire! hotel.,1
field fall accident! she.,1
begin accident here! management.,1
box intruder alert! reduce.,1
determine help! goal.,1
happy overdose! painting.,1
have i need assistance! community.,1
culture explosion! shoulder.,1
mind fall accident! to.,1
head choking! foreign.,1
maintain armed robbery! table.,1
behind gas leak! environment.,1
learn electric shock! short.,1
help i'm injured! book.,1
expert overdose! do.,1
relationship cyber attack! reality.,1
vote choking! book.,1
after intruder alert! cold.,1
friend i need assistance! dog.,1
people building collapse! tax.,1
rule help! available.,1
prevent heart attack! cell.,1
everyone bleeding badly! item.,1
increase mental crisis! take.,1
throughout suffocating! thousand.,1
fish accident here! leader.,1
individual emergency! leave.,1
investment hacked account! office.,1
campaign car crash! themselves.,1
address intruder alert! story.,1
fire fall accident! including.,1
investment mental crisis! current.,1
mr missing person! lose.,1
create overdose! little.,1
look overdose! memory.,1
its emergency! many.,1
administration i'm injured! sister.,1
reduce child trapped! character.,1
would call 911! century.,1
work fall accident! leader.,1
quite explosion! ability.,1
hundred fire! receive.,1
common emergency! investment.,1
often fire! film.,1
major armed robbery! product.,1
water suicide attempt! sense.,1
court electric shock! people.,1
push accident here! analysis.,1
quite suffocating! study.,1
student i need assistance! establish.,1
art car crash! news.,1
another call 911! sit.,1
thousand electric shock! age.,1
quality severe pain! financial.,1
staff armed robbery! major.,1
box domestic violence! environmental.,1
talk missing person! line.,1
production fire! war.,1
want fire! explain.,1
court drowning! live.,1
mrs hacked account! situation.,1
many overdose! firm.,1
form overdose! lawyer.,1
life can't breathe! education.,1
central bleeding badly! single.,1
she missing person! hundred.,1
land electric shock! real.,1
practice suicide attempt! suddenly.,1
box heart attack! left.,1
place accident here! south.,1
surface mental crisis! everyone.,1
compare emergency! ten.,1
painting call 911! and.,1
that emergency! feeling.,1
very kidnapping! loss.,1
coach overdose! voice.,1
peace seizure! free.,1
current missing person! them.,1
it cyber attack! street.,1
hand choking! party.,1
soldier kidnapping! degree.,1
discuss seizure! dark.,1
a child trapped! at.,1
health armed robbery! white.,1
price unconscious person! social.,1
indeed emergency! good.,1
military building collapse! quickly.,1
soldier cyber attack! argue.,1
continue severe bleeding! experience.,1
adult overdose! audience.,1
society poisoning! risk.,1
pull drowning! interest.,1
out armed robbery! institution.,1
raise i need assistance! bill.,1
skin emergency! evening.,1
baby allergic reaction! audience.,1
fine car crash! reason.,1
product someone help! inside.,1
money overdose! air.,1
chance domestic violence! fight.,1
dream electric shock! wait.,1
particularly armed robbery! between.,1
success seizure! fund.,1
surface call 911! dog.,1
sign i'm injured! network.,1
within call 911! quickly.,1
say suspicious package! question.,1
do stroke symptoms! expect.,1
scientist armed robbery! gas.,1
young building collapse! rather.,1
region mental crisis! itself.,1
those stroke symptoms! new.,1
force i need assistance! fish.,1
small electric shock! support.,1
establish help! tell.,1
gas someone help! cup.,1
ball electric shock! suggest.,1
question explosion! along.,1
help someone help! who.,1
current armed robbery! assume.,1
thousand unconscious person! garden.,1
allow stroke symptoms! away.,1
series heart attack! nice.,1
tree mental crisis! owner.,1
cup heart attack! focus.,1
inside severe pain! likely.,1
administration missing person! new.,1
conference suffocating! open.,1
each bleeding badly! reveal.,1
south mental crisis! rock.,1
bed stroke symptoms! within.,1
heavy suffocating! floor.,1
camera drowning! sometimes.,1
put fall accident! southern.,1
party kidnapping! any.,1
speak electric shock! cultural.,1
performance stroke symptoms! play.,1
at allergic reaction! fire.,1
civil car crash! occur.,1
also car crash! hand.,1
remember severe bleeding! deal.,1
response missing person! paper.,1
recently unconscious person! magazine.,1
son stroke symptoms! fire.,1
later bleeding badly! happen.,1
on help! dinner.,1
fight severe bleeding! tend.,1
way gas leak! expect.,1
day fall accident! door.,1
however suicide attempt! including.,1
once i'm injured! hotel.,1
now domestic violence! clear.,1
training electric shock! dinner.,1
win i'm injured! today.,1
consider i'm injured! wife.,1
treat kidnapping! public.,1
eat mental crisis! shoulder.,1
bar suspicious package! important.,1
friend i'm injured! situation.,1
analysis fire! partner.,1
ten unconscious person! every.,1
image severe pain! stuff.,1
son allergic reaction! memory.,1
claim cyber attack! light.,1
few fire! whose.,1
talk severe bleeding! least.,1
senior can't breathe! ago.,1
too accident here! whose.,1
tv choking! happen.,1
maybe intruder alert! partner.,1
read accident here! appear.,1
special car crash! because.,1
central allergic reaction! because.,1
continue bleeding badly! ok.,1
soon seizure! every.,1
catch hacked account! be.,1
health emergency! tell.,1
scene car crash! concern.,1
argue i'm injured! similar.,1
history i need assistance! still.,1
under heart attack! candidate.,1
my bleeding badly! she.,1
wear electric shock! race.,1
capital car crash! affect.,1
real fire! century.,1
dream suicide attempt! ahead.,1
close stroke symptoms! month.,1
hope accident here! action.,1
charge accident here! matter.,1
above drowning! democratic.,1
much overdose! popular.,1
space car crash! discussion.,1
feel armed robbery! fine.,1
choice suspicious package! federal.,1
themselves choking! week.,1
inside seizure! think.,1
will heart attack! school.,1
method gas leak! few.,1
before bleeding badly! share.,1
describe emergency! important.,1
on building collapse! include.,1
forget severe pain! worry.,1
edge someone help! method.,1
cell explosion! bag.,1
strategy suspicious package! fast.,1
care choking! evening.,1
tv car crash! understand.,1
single suffocating! smile.,1
simple seizure! worker.,1
north car crash! tax.,1
suffer suspicious package! involve.,1
budget severe bleeding! several.,1
style severe bleeding! she.,1
likely kidnapping! wear.,1
reflect mental crisis! light.,1
fill can't breathe! state.,1
property electric shock! huge.,1
join choking! piece.,1
score poisoning! investment.,1
catch car crash! environmental.,1
range cyber attack! million.,1
player suffocating! leader.,1
gun stroke symptoms! listen.,1
stock help! threat.,1
believe car crash! gas.,1
add heart attack! time.,1
dog unconscious person! side.,1
sit severe bleeding! become.,1
gun intruder alert! ago.,1
body heart attack! economic.,1
identify accident here! benefit.,1
sister electric shock! nice.,1
prevent fire! law.,1
political choking! word.,1
chair fire! kind.,1
old intruder alert! what.,1
consumer allergic reaction! area.,1
data help! black.,1
author help! cause.,1
enough choking! per.,1
personal fire! memory.,1
current help! catch.,1
young can't breathe! various.,1
popular heart attack! general.,1
card poisoning! hour.,1
threat unconscious person! finally.,1
smile stroke symptoms! point.,1
under allergic reaction! into.,1
read suicide attempt! front.,1
own fire! record.,1
another accident here! run.,1
husband allergic reaction! show.,1
take car crash! event.,1
bag allergic reaction! several.,1
position allergic reaction! behind.,1
might car crash! part.,1
wide missing person! none.,1
soon overdose! art.,1
note explosion! win.,1
civil explosion! traditional.,1
president gas leak! their.,1
magazine poisoning! leave.,1
race severe bleeding! tell.,1
central choking! development.,1
indeed severe pain! section.,1
attack can't breathe! say.,1
money kidnapping! from.,1
often heart attack! close.,1
stuff help! meet.,1
dog missing person! according.,1
its can't breathe! particular.,1
serious call 911! occur.,1
pass severe pain! i.,1
century bleeding badly! decision.,1
tonight overdose! short.,1
body suspicious package! force.,1
tax someone help! per.,1
feeling poisoning! media.,1
success fall accident! piece.,1
my i need assistance! best.,1
beautiful accident here! buy.,1
police intruder alert! always.,1
political someone help! condition.,1
easy gas leak! list.,1
however cyber attack! gun.,1
whom bleeding badly! quickly.,1
entire allergic reaction! stuff.,1
similar stroke symptoms! somebody.,1
never call 911! total.,1
another i need assistance! push.,1
onto call 911! perhaps.,1
its stroke symptoms! fast.,1
source building collapse! thousand.,1
international fall accident! accept.,1
teacher someone help! others.,1
carry help! spend.,1
budget someone help! four.,1
election poisoning! voice.,1
that severe pain! west.,1
republican gas leak! story.,1
pay suffocating! skin.,1
remain choking! cultural.,1
police heart attack! support.,1
entire drowning! edge.,1
impact hacked account! care.,1
beautiful i'm injured! school.,1
campaign intruder alert! play.,1
oil domestic violence! movie.,1
between fall accident! home.,1
pressure domestic violence! receive.,1
four building collapse! modern.,1
close i'm injured! above.,1
identify suspicious package! computer.,1
our i'm injured! ok.,1
back car crash! look.,1
keep kidnapping! position.,1
republican call 911! information.,1
out i need assistance! every.,1
often call 911! suffer.,1
investment gas leak! difference.,1
measure suspicious package! and.,1
another car crash! whatever.,1
control car crash! among.,1
you suspicious package! enter.,1
large emergency! for.,1
i drowning! them.,1
provide suspicious package! training.,1
it emergency! senior.,1
serious car crash! success.,1
strategy hacked account! involve.,1
education poisoning! movie.,1
leader accident here! remain.,1
she gas leak! attention.,1
though call 911! single.,1
fly i'm injured! tend.,1
white suspicious package! suddenly.,1
ask can't breathe! care.,1
break intruder alert! final.,1
save fire! few.,1
green missing person! pay.,1
seem drowning! city.,1
institution overdose! choose.,1
consider seizure! forget.,1
if gas leak! do.,1
century domestic violence! indeed.,1
each hacked account! realize.,1
left allergic reaction! fire.,1
remember gas leak! let.,1
person hacked account! animal.,1
manage heart attack! discussion.,1
not severe pain! arrive.,1
know armed robbery! performance.,1
machine fire! member.,1
me kidnapping! purpose.,1
even fall accident! seat.,1
red emergency! turn.,1
such allergic reaction! available.,1
family suffocating! so.,1
step fire! along.,1
see gas leak! memory.,1
reality choking! economy.,1
material car crash! country.,1
mission missing person! successful.,1
no child trapped! likely.,1
group accident here! tree.,1
small suffocating! activity.,1
last overdose! kind.,1
budget explosion! face.,1
run building collapse! hundred.,1
exist can't breathe! local.,1
generation cyber attack! son.,1
course heart attack! girl.,1
attorney fall accident! represent.,1
art fire! sing.,1
catch can't breathe! issue.,1
meet severe bleeding! bed.,1
ago someone help! wrong.,1
set domestic violence! before.,1
sense car crash! source.,1
over poisoning! protect.,1
bad child trapped! strategy.,1
her heart attack! list.,1
become suspicious package! school.,1
quickly severe pain! remain.,1
free unconscious person! allow.,1
reflect severe pain! change.,1
every armed robbery! firm.,1
send building collapse! part.,1
set missing person! offer.,1
number choking! book.,1
those help! manage.,1
plan unconscious person! she.,1
magazine kidnapping! culture.,1
edge child trapped! agency.,1
base cyber attack! decide.,1
keep emergency! whom.,1
response someone help! one.,1
least emergency! leg.,1
financial accident here! traditional.,1
power accident here! here.,1
center mental crisis! street.,1
fly can't breathe! north.,1
series help! management.,1
culture severe pain! know.,1
consider help! themselves.,1
born emergency! read.,1
pressure can't breathe! expert.,1
eight accident here! stand.,1
college seizure! every.,1
face help! congress.,1
some overdose! enough.,1
able missing person! prepare.,1
economy bleeding badly! stand.,1
thought stroke symptoms! know.,1
power fire! there.,1
low allergic reaction! term.,1
tv heart attack! understand.,1
short choking! lot.,1
pay overdose! real.,1
body accident here! movie.,1
hard call 911! that.,1
call choking! blue.,1
among fire! claim.,1
several cyber attack! claim.,1
remember emergency! least.,1
he accident here! should.,1
discussion gas leak! near.,1
particularly allergic reaction! modern.,1
measure hacked account! mission.,1
seem suffocating! make.,1
discuss suspicious package! real.,1
close help! thought.,1
local building collapse! effect.,1
along overdose! buy.,1
general fall accident! explain.,1
enjoy choking! speak.,1
firm someone help! color.,1
although suffocating! feeling.,1
population domestic violence! maintain.,1
head electric shock! remember.,1
attention bleeding badly! administration.,1
per mental crisis! analysis.,1
future child trapped! begin.,1
college armed robbery! these.,1
much child trapped! continue.,1
final car crash! without.,1
enough fall accident! democrat.,1
modern bleeding badly! describe.,1
these poisoning! animal.,1
without call 911! now.,1
wear emergency! decade.,1
room car crash! look.,1
able overdose! field.,1
rich fire! ability.,1
arm allergic reaction! few.,1
memory domestic violence! eight.,1
break choking! newspaper.,1
drop someone help! between.,1
score i'm injured! play.,1
level emergency! power.,1
evening hacked account! create.,1
woman stroke symptoms! imagine.,1
matter i'm injured! safe.,1
age seizure! who.,1
way hacked account! answer.,1
what gas leak! that.,1
everyone gas leak! require.,1
reflect kidnapping! these.,1
sing emergency! clear.,1
beat gas leak! thousand.,1
i unconscious person! rather.,1
middle someone help! toward.,1
image suicide attempt! financial.,1
prove someone help! economic.,1
dream explosion! real.,1
both unconscious person! station.,1
expect fire! accept.,1
worker gas leak! whether.,1
them can't breathe! watch.,1
structure can't breathe! mr.,1
consider emergency! high.,1
method hacked account! help.,1
meeting bleeding badly! animal.,1
eat explosion! same.,1
left unconscious person! hope.,1
produce help! run.,1
become domestic violence! drive.,1
federal building collapse! everybody.,1
she explosion! move.,1
believe overdose! another.,1
begin gas leak! market.,1
full severe bleeding! born.,1
official fire! sing.,1
before cyber attack! huge.,1
seem intruder alert! peace.,1
partner poisoning! save.,1
candidate severe bleeding! unit.,1
huge fall accident! rule.,1
child suffocating! month.,1
improve intruder alert! too.,1
body suspicious package! police.,1
full unconscious person! continue.,1
serious suffocating! small.,1
away emergency! themselves.,1
attack missing person! body.,1
city choking! cold.,1
prevent help! collection.,1
suddenly fall accident! ok.,1
personal unconscious person! guess.,1
professor kidnapping! mean.,1
investment suffocating! chance.,1
yourself fall accident! religious.,1
your unconscious person! economy.,1
summer call 911! appear.,1
parent suicide attempt! in.,1
mission fall accident! suggest.,1
conference bleeding badly! current.,1
more intruder alert! nature.,1
direction cyber attack! create.,1
nature poisoning! hold.,1
open emergency! network.,1
young car crash! increase.,1
image fall accident! agreement.,1
thought suicide attempt! assume.,1
friend stroke symptoms! reality.,1
reduce hacked account! rest.,1
future armed robbery! race.,1
accept hacked account! religious.,1
after help! still.,1
professional choking! long.,1
above car crash! board.,1
through unconscious person! nearly.,1
break suffocating! subject.,1
rather bleeding badly! accept.,1
word poisoning! contain.,1
production hacked account! woman.,1
sense electric shock! standard.,1
ok intruder alert! fine.,1
check suffocating! job.,1
such someone help! dark.,1
look help! eye.,1
without i need assistance! sell.,1
should building collapse! not.,1
republican accident here! week.,1
treatment i'm injured! product.,1
write gas leak! option.,1
everything choking! lead.,1
factor armed robbery! fast.,1
deal cyber attack! their.,1
others accident here! want.,1
four explosion! employee.,1
each overdose! somebody.,1
receive missing person! well.,1
skill gas leak! argue.,1
car poisoning! movie.,1
you emergency! name.,1
far gas leak! trouble.,1
under suspicious package! apply.,1
serious mental crisis! still.,1
of unconscious person! carry.,1
suggest poisoning! suddenly.,1
play choking! choose.,1
actually allergic reaction! drop.,1
measure drowning! city.,1
offer mental crisis! oil.,1
attorney suicide attempt! past.,1
next someone help! factor.,1
left someone help! now.,1
green explosion! budget.,1
through i'm injured! increase.,1
his suffocating! floor.,1
economy emergency! customer.,1
popular kidnapping! nor.,1
career stroke symptoms! bad.,1
form car crash! recently.,1
drive stroke symptoms! various.,1
performance i need assistance! clear.,1
area electric shock! health.,1
set someone help! fund.,1
some gas leak! board.,1
federal drowning! offer.,1
office i'm injured! agreement.,1
final mental crisis! enjoy.,1
nor fire! more.,1
part seizure! third.,1
